,features,rank
879,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.16666666666666666,0.10869565217391304,0.2106785714285714,0.3052487804878049,0.3277012121212121,0.0035946356974975806,0.21875,0.11538461538461539,0.0064])",6
880,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.16666666666666666,0.14130434782608695,0.2698404761904762,0.2764219512195122,0.32751757575757573,0.004424167012304714,0.09375,0.09615384615384616,0.004137931034482759])",12
881,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.16666666666666666,0.16304347826086957,0.22354523809523807,0.38211463414634145,0.3378226262626262,0.03995575832987695,0.140625,0.15384615384615385,0.009230769230769232])",18
882,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.16666666666666666,0.25,0.033333333333333326,0.18536585365853658,0.3337373737373737,0.35144476703995575,0.234375,0.25,0.01])",85
883,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.16666666666666666,0.40217391304347827,0.047619047619047616,0.21951219512195122,0.34545454545454546,0.7060694041200055,0.203125,0.17307692307692307,0.02])",83
884,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.20833333333333331,0.3695652173913043,0.05102142857142857,0.20557560975609757,0.3085137373737374,0.7100788054749066,0.3125,0.34615384615384615,0.016])",79
885,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.25,0.10869565217391304,0.30230952380952375,0.2793780487804878,0.3363329292929293,0.003456380478363058,0.125,0.13461538461538464,0.007692307692307693])",7
886,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.25,0.14130434782608695,0.29364999999999997,0.2830756097560976,0.32757878787878786,0.009816120558551085,0.140625,0.11538461538461539,0.005714285714285714])",6
887,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.25,0.19565217391304346,0.17857142857142855,0.22222195121951221,0.37732888888888894,0.08682427761648003,0.125,0.13461538461538464,0.0025])",13
888,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.25,0.20652173913043478,0.28210714285714283,0.22025121951219515,0.3528620202020202,0.022535600718927136,0.296875,0.25,0.0025806451612903226])",9
889,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.29166666666666663,0.11956521739130435,0.19747857142857142,0.22811951219512197,0.41021979797979796,0.05640812940688511,0.234375,0.23076923076923078,0.005714285714285714])",99
890,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.29166666666666663,0.11956521739130435,0.20995714285714281,0.3895048780487805,0.3125191919191919,0.03788193004285912,0.109375,0.09615384615384616,0.012173913043478262])",8
891,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.29166666666666663,0.13043478260869565,0.16738809523809525,0.2971170731707317,0.33651676767676764,0.017558412830084337,0.21875,0.13461538461538464,0.005925925925925926])",4
892,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.29166666666666663,0.17391304347826086,0.19841190476190473,0.27479756097560976,0.3358923232323232,0.029448361675653255,0.234375,0.11538461538461539,0.010909090909090908])",21
893,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.29166666666666663,0.20652173913043478,0.1818190476190476,0.30081219512195123,0.3372513131313131,0.07548734964744919,0.109375,0.11538461538461539,0.0064])",5
894,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.29166666666666663,0.2717391304347826,0.25469047619047613,0.2897268292682927,0.34294464646464645,0.04534771187612332,0.140625,0.15384615384615385,0.008333333333333333])",1
895,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.375,0.12979598816972818,0.19552619047619046,0.23059756097560974,0.33651676767676764,0.05336651458592562,0.203125,0.19230769230769232,0.0026666666666666666])",5
896,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.375,0.16304347826086957,0.2258285714285714,0.20251219512195123,0.3513927272727273,0.01728190239181529,0.109375,0.09615384615384616,0.0012903225806451613])",8
897,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.41666666666666663,0.25,0.2243857142857143,0.2934219512195122,0.3362105050505051,0.12456795244020462,0.296875,0.2692307692307693,0.007692307692307693])",3
898,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.5,0.16304347826086957,0.2128428571428571,0.20472926829268295,0.3483317171717172,0.029863127333056825,0.46875,0.46153846153846156,0.005333333333333333])",2
899,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.5,0.2826086956521739,0.14285714285714285,0.07504634146341464,0.39627030303030303,0.3752246647310936,0.1875,0.17307692307692307,0.003333333333333333])",88
900,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.5,0.358695652173913,0.1796547619047619,0.22838048780487805,0.3430670707070707,0.06484169777409098,0.125,0.11538461538461539,0.0071428571428571435])",1
901,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.5416666666666666,0.12979598816972818,0.1839833333333333,0.19660000000000002,0.3373737373737374,0.008571823586340383,0.296875,0.2692307692307693,0.0026666666666666666])",3
902,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.5833333333333333,0.12979598816972818,0.03361428571428571,0.11047317073170732,0.34676181818181817,0.9722107009539609,0.3125,0.34615384615384615,0.005333333333333333])",85
903,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.5833333333333333,0.22826086956521738,0.1998547619047619,0.1899487804878049,0.3490052525252525,0.050186644545831605,0.46875,0.46153846153846156,0.0013333333333333333])",5
904,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.5833333333333333,0.2934782608695652,0.11688333333333331,0.1951219512195122,0.34178141414141416,0.09636388773676206,0.109375,0.11538461538461539,0.004137931034482759])",2
905,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.5833333333333333,0.30434782608695654,0.12049047619047619,0.1929048780487805,0.3412917171717172,0.05087792064150422,0.109375,0.09615384615384616,0.004137931034482759])",6
906,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.6666666666666666,0.31521739130434784,0.15079285714285715,0.19586097560975613,0.3397,0.1512512097331674,0.296875,0.2692307692307693,0.005517241379310345])",4
907,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.7083333333333333,0.5543478260869565,0.16233809523809523,0.2335560975609756,0.3278236363636363,0.1913452232821789,0.296875,0.2692307692307693,0.009230769230769232])",7
908,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.7083333333333333,0.6630434782608695,0.10822619047619046,0.19438292682926828,0.34257737373737374,0.2278446011336928,0.109375,0.11538461538461539,0.005925925925925926])",2
909,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.75,0.6413043478260869,0.1796547619047619,0.2453804878048781,0.31294767676767676,0.20530900041476566,0.171875,0.11538461538461539,0.0096])",4
910,"(26,[0,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,1.0,0.6413043478260869,0.11904761904761904,0.12934146341463415,0.35157636363636363,0.13673441172404258,0.140625,0.15384615384615385,0.003870967741935484])",1
911,"(26,[0,2,3,17,18,19,20,21,23,24],[1.0,1.0,1.0,0.041666666666666664,0.10869565217391304,0.09523809523809523,0.07317073170731708,0.296969696969697,0.390625,0.3076923076923077])",95
912,"(26,[0,2,3,17,18,19,20,21,23,24],[1.0,1.0,1.0,0.041666666666666664,0.10869565217391304,0.1488095238095238,0.1524390243902439,0.25,0.234375,0.11538461538461539])",85
913,"(26,[0,2,3,17,18,19,20,21,23,24],[1.0,1.0,1.0,0.041666666666666664,0.10869565217391304,0.22222142857142854,0.21951219512195122,0.11784505050505051,0.375,0.2692307692307693])",41
914,"(26,[0,2,3,17,18,19,20,21,23,24],[1.0,1.0,1.0,0.041666666666666664,0.10869565217391304,0.22619047619047616,0.10975609756097561,0.4585858585858586,0.265625,0.2692307692307693])",43
915,"(26,[0,2,3,17,18,19,20,21,23,24],[1.0,1.0,1.0,0.041666666666666664,0.10869565217391304,0.2857142857142857,0.13414634146341464,0.12121212121212122,0.375,0.2692307692307693])",42
916,"(26,[0,2,3,17,18,19,20,21,23,24],[1.0,1.0,1.0,0.041666666666666664,0.10869565217391304,0.30952380952380953,0.0975609756097561,0.296969696969697,0.484375,0.46153846153846156])",52
917,"(26,[0,2,3,17,18,19,20,21,23,24],[1.0,1.0,1.0,0.041666666666666664,0.12979598816972818,0.2857142857142857,0.04878048780487805,0.40404040404040403,0.28125,0.23076923076923078])",98
918,"(26,[0,2,3,17,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.041666666666666664,0.10869565217391304,0.19312142857142858,0.3848243902439024,0.33827151515151516,0.078125,0.057692307692307696,0.02])",84
919,"(26,[0,2,3,17,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.041666666666666664,0.10869565217391304,0.2658738095238095,0.2967487804878049,0.29259252525252527,0.203125,0.21153846153846156,0.008])",33
920,"(26,[0,2,3,17,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.041666666666666664,0.10869565217391304,0.3333333333333333,0.43902439024390244,0.27070707070707073,0.234375,0.23076923076923078,0.04])",86
921,"(26,[0,2,3,17,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.041666666666666664,0.10869565217391304,0.5158738095238095,0.4878048780487805,0.3939393939393939,0.203125,0.17307692307692307,0.013333333333333332])",38
922,"(26,[0,2,3,17,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.041666666666666664,0.10869565217391304,0.6139976190476191,0.5476707317073171,0.3262933333333333,0.28125,0.19230769230769232,0.031111111111111114])",18
923,"(26,[0,2,3,17,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.08333333333333333,0.10869565217391304,0.24149761904761902,0.23693414634146343,0.33160181818181816,0.203125,0.17307692307692307,0.006666666666666666])",29
924,"(26,[0,2,3,17,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.08333333333333333,0.10869565217391304,0.5246904761904762,0.42095853658536586,0.3375981818181818,0.21875,0.19230769230769232,0.002105263157894737])",17
925,"(26,[0,2,3,17,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.08333333333333333,0.12979598816972818,0.23129285714285713,0.22996585365853658,0.2909090909090909,0.46875,0.40384615384615385,0.006666666666666666])",96
926,"(26,[0,2,3,17,18,19,21,22,23,24],[1.0,1.0,1.0,0.041666666666666664,0.12979598816972818,0.023809523809523808,0.09696969696969697,0.6912760956726116,0.328125,0.25])",93
927,"(26,[0,2,3,18,19,20,21,22,23,24],[1.0,1.0,1.0,0.10869565217391304,0.023809523809523808,0.6341463414634146,0.08888888888888889,0.5656021014793308,0.21875,0.13461538461538464])",99
928,"(26,[0,2,3,18,19,20,21,22,23,24],[1.0,1.0,1.0,0.10869565217391304,0.21428571428571427,0.4878048780487805,0.18383838383838383,0.12152633761924511,0.1875,0.17307692307692307])",104
929,"(26,[0,2,3,18,19,20,21,22,23,24],[1.0,1.0,1.0,0.10869565217391304,0.2738095238095238,0.3902439024390244,0.12121212121212122,0.011475183188165353,0.34375,0.2692307692307693])",49
930,"(26,[0,2,3,18,19,20,21,22,23,24],[1.0,1.0,1.0,0.10869565217391304,0.8320809523809524,0.8883195121951221,0.060180808080808085,0.007327526614129684,1.0,1.0])",56
931,"(26,[0,2,3,18,19,20,21,22,23,24],[1.0,1.0,1.0,0.10869565217391304,0.8571428571428571,0.9024390243902439,0.296969696969697,0.2539748375501175,0.390625,0.3076923076923077])",107
932,"(26,[0,2,3,18,19,20,21,22,23,24],[1.0,1.0,1.0,0.10869565217391304,0.8671690476190477,0.7509634146341464,0.2606060606060606,0.0005530208765380893,0.734375,0.5])",38
933,"(26,[0,2,3,18,19,20,21,22,23,24],[1.0,1.0,1.0,0.12979598816972818,0.3333333333333333,0.14634146341463417,0.15151515151515152,0.05530208765380893,0.46875,0.2692307692307693])",56
934,"(26,[0,2,3,18,19,20,21,22,23,24],[1.0,1.0,1.0,0.12979598816972818,0.40476190476190477,0.3902439024390244,0.40404040404040403,0.010369141435089175,0.21875,0.21153846153846156])",110
935,"(26,[0,2,3,18,19,20,21,22,23,24],[1.0,1.0,1.0,0.12979598816972818,0.6934523809523809,0.9237804878048781,0.02297979797979798,0.015208074104797457,0.34375,0.19230769230769232])",124
936,"(26,[0,2,3,18,19,20,21,22,23,24],[1.0,1.0,1.0,0.12979598816972818,0.7505666666666666,0.7967487804878048,0.16854262626262626,0.0023503387252868796,0.1875,0.21153846153846156])",116
937,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.23809523809523808,0.38753414634146344,0.3524129292929293,0.0008295313148071339,0.09375,0.038461538461538464,0.005714285714285714])",87
938,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.3015880952380952,0.4796756097560975,0.10370363636363637,0.06290612470620766,0.46875,0.2692307692307693,0.02])",46
939,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.41666666666666663,0.5772365853658536,0.29343434343434344,0.0031798700400940136,0.171875,0.057692307692307696,0.04])",34
940,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.5137095238095238,0.45602439024390246,0.32164060606060607,0.0005530208765380893,0.1875,0.057692307692307696,0.00909090909090909])",15
941,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.5396833333333333,0.5284560975609756,0.25656565656565655,0.007189271394995161,0.09375,0.09615384615384616,0.02])",101
942,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.5591404761904761,0.6789926829268292,0.21427171717171717,0.0024885939444214016,0.453125,0.3076923076923077,0.1])",28
943,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.5598857142857142,0.46267560975609756,0.3324763636363636,0.00027651043826904464,0.453125,0.3076923076923077,0.010909090909090908])",14
944,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.5612238095238095,0.5348439024390244,0.3354977777777778,0.003041614820959491,0.1875,0.13461538461538464,0.01])",30
945,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.5805857142857143,0.7711073170731708,0.11235434343434343,0.0038711461357666256,0.140625,0.07692307692307693,0.44])",92
946,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.5848214285714285,0.4786585365853659,0.32752525252525255,0.0013825521913452233,0.203125,0.11538461538461539,0.011764705882352941])",17
947,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.6265666666666666,0.6059048780487805,0.32365757575757576,0.00041476565740356696,0.296875,0.15384615384615385,0.026666666666666665])",31
948,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.6733333333333333,0.6390243902439025,0.3575757575757576,0.00027651043826904464,0.34375,0.11538461538461539,0.08])",26
949,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.702947619047619,0.5993024390243903,0.3479557575757576,0.0008295313148071339,0.21875,0.13461538461538464,0.04])",27
950,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.7035333333333333,0.6325731707317074,0.3103943434343434,0.0005530208765380893,0.1875,0.13461538461538464,0.12])",24
951,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.7077928571428571,0.8640048780487805,0.0776858585858586,0.0011060417530761786,0.671875,0.5384615384615385,0.62])",37
952,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.7166666666666667,0.6268292682926829,0.30676767676767674,0.0009677865339416564,0.203125,0.11538461538461539,0.36])",32
953,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.738095238095238,0.8560195121951221,0.09644828282828283,0.016867136734411724,0.671875,0.5384615384615385,0.52])",37
954,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.11956521739130435,0.30952380952380953,0.29831219512195123,0.32090141414141415,0.007327526614129684,0.1875,0.17307692307692307,0.012])",20
955,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.12979598816972818,0.29004285714285716,0.38876585365853655,0.32604828282828285,0.004147656574035669,0.3125,0.21153846153846156,0.004615384615384616])",7
956,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.12979598816972818,0.4473309523809524,0.484109756097561,0.3198040404040404,0.0017973178487487903,0.203125,0.19230769230769232,0.009411764705882354])",16
957,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.12979598816972818,0.5252523809523809,0.5358463414634146,0.30254060606060607,0.0008295313148071339,0.234375,0.11538461538461539,0.018461538461538463])",17
958,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.12979598816972818,0.7113095238095237,0.6067073170731707,0.35025252525252526,0.003041614820959491,0.453125,0.3269230769230769,0.04])",113
959,"(26,[0,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.13043478260869565,0.29437142857142856,0.40576585365853657,0.3289868686868687,0.008295313148071339,0.3125,0.21153846153846156,0.008695652173913044])",11
960,"(26,[0,2,3,18,19,20,21,23],[1.0,1.0,1.0,0.10869565217391304,0.38095238095238093,0.1951219512195122,0.20202020202020202,0.171875])",88
961,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.11904761904761904,0.29268292682926833,0.22828282828282828,0.203125,0.13461538461538464])",90
962,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.14285714285714285,0.21951219512195122,0.24242424242424243,0.15625,0.15384615384615385])",89
963,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.19047619047619047,0.12195121951219512,0.5050505050505051,0.09375,0.038461538461538464])",100
964,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.19047619047619047,0.8048780487804879,0.14343434343434344,0.125,0.057692307692307696])",102
965,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.20238095238095238,0.8658536585365854,0.1404040404040404,0.328125,0.23076923076923078])",104
966,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.23809523809523808,0.24390243902439024,0.5545454545454546,0.484375,0.46153846153846156])",101
967,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.25,0.2804878048780488,0.403030303030303,0.421875,0.25])",99
968,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.26190476190476186,0.6585365853658537,0.13535353535353536,0.34375,0.2692307692307693])",108
969,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.3333333333333333,0.34146341463414637,0.5171717171717172,0.203125,0.19230769230769232])",61
970,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.3333333333333333,0.7317073170731707,0.0707070707070707,0.21875,0.07692307692307693])",76
971,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.34523809523809523,0.7439024390243902,0.08181818181818182,0.125,0.057692307692307696])",73
972,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.3571428571428571,0.8780487804878049,0.07272727272727272,0.140625,0.13461538461538464])",105
973,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.39285714285714285,0.24390243902439024,0.4535353535353535,0.46875,0.46153846153846156])",46
974,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.41666666666666663,0.39430975609756097,0.37373737373737376,0.21875,0.09615384615384616])",58
975,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.44047619047619047,0.5487804878048781,0.4494949494949495,0.078125,0.057692307692307696])",63
976,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.44444523809523806,0.4634146341463415,0.22087535353535354,0.296875,0.15384615384615385])",47
977,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.45238095238095233,0.6097560975609756,0.19494949494949496,0.375,0.25])",66
978,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.46825476190476184,0.7479682926829269,0.13872060606060607,0.46875,0.09615384615384616])",67
979,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.47619047619047616,0.4878048780487805,0.1111111111111111,0.34375,0.13461538461538464])",65
980,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.5,0.4878048780487805,0.39191919191919194,0.125,0.07692307692307693])",66
981,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.5158738095238095,0.6097560975609756,0.42558929292929293,0.125,0.07692307692307693])",58
982,"(26,[0,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.5476190476190476,0.6585365853658537,0.15353535353535352,0.296875,0.07692307692307693])",72
